ident,latitude_deg,longitude_deg,term
KM40,33.8737,-88.4897,
5MS8,33.8726,-88.724,
KFUL,33.872,-117.98,
OPMS,33.8691,72.4009,
0AZ5,33.8659,-112.6033,
7AL2,33.8648,-86.3108,
67GA,33.8593,-83.5877,
KCWC,33.8578,-98.4904,
12AZ,33.8539,-112.653,
K51J,33.8536,-79.7681,
4TA5,33.8528,-98.6433,
OPRT,33.8497,73.7981,
AZ01,33.8477,-113.5711,
MS95,33.8473,-90.7251,
KM55,33.8467,-88.1155,
RJFR,33.8459,131.035,
K5M4,33.8458,-92.3655,
3GE8,33.8436,-82.4788,
SC13,33.8407,-81.1857,
9TX7,33.84,-96.6705,
KGNF,33.8325,-89.7982,
KPSP,33.8297,-116.507,
KHYW,33.8285,-79.1222,
AZ28,33.8215,-112.573,
18AZ,33.8185,-111.8983,
KLGB,33.8165,-118.1499,
TE10,33.8157,-98.2291,
K95E,33.8146,-106.6437,
0GA4,33.8129,-83.5057,
KCRE,33.8117,-78.7239,
30TE,33.8112,-101.396,
TS85,33.8106,-96.7039,
KE24,33.8102,-109.9866,
KTOA,33.8034,-118.34,
18XS,33.798,-101.0266,
K6J0,33.7946,-81.2459,
ZSSH,33.7908,119.125,
KSLI,33.79,-118.052,
ZLLN,33.7899,105.79,
2SC8,33.7858,-81.0921,
AZ40,33.7857,-113.6367,
ORAA,33.7856,42.4412,
KD73,33.7824,-83.6929,
KIIY,33.7794,-82.8158,
KFTY,33.7791,-84.5214,
OK31,33.7785,-97.1315,
0AZ2,33.7782,-113.6406,
KM37,33.7764,-90.525,
MS76,33.7754,-89.2448,
34SC,33.7718,-79.9663,
SC23,33.7676,-81.3577,
DAUL,33.7644,2.9283,
1GA9,33.7616,-83.6527,
KRNV,33.7611,-90.7579,
KL65,33.7609,-117.218,
2AZ1,33.7603,-113.6147,
69XS,33.753,-96.8304,
RJDB,33.749,129.785,
KUDD,33.7485,-116.275,
TA67,33.7484,-102.0663,
KL64,33.7476,-115.3251,
TE68,33.7441,-96.6599,
OANL,33.7395,66.1574,
9XS4,33.7343,-96.6267,
KHMT,33.734,-117.023,
DTTG,33.7337,9.9194,
0GA6,33.7334,-83.8188,
GE35,33.7314,-83.4697,
64GE,33.7269,-85.3119,
36GA,33.7242,-83.9761,
DAOY,33.7217,1.0925,
KM18,33.7201,-93.6588,
KCKI,33.7172,-79.857,
1TX2,33.7163,-100.1552,
KGYI,33.7141,-96.6737,
5AR1,33.7119,-91.4618,
KM95,33.7092,-87.8153,
TX47,33.7077,-96.2238,
SC38,33.7075,-80.0806,
4AZ2,33.702,-105.384,
XS31,33.7018,-96.8319,
73CL,33.6981,-115.6382,
MS44,33.6963,-90.4311,
0MS8,33.6954,-91.1635,
AR79,33.6935,-91.3796,
99SC,33.6892,-80.6886,
KDVT,33.6883,-112.083,
RJFZ,33.685,131.04,
KMYR,33.6797,-78.9283,
SC90,33.676,-80.9474,
2GE3,33.6759,-83.2614,
KSNA,33.6757,-117.868,
SC07,33.6753,-80.9501,
07GA,33.6743,-83.7646,
11TX,33.6678,-96.692,
OIMT,33.6678,56.8927,
TT44,33.6651,-95.6113,
SC41,33.6648,-80.247,
KL77,33.6647,-115.7108,
KLBB,33.6636,-101.823,
4GA6,33.6623,-84.6801,
RJBD,33.6622,135.364,
25GA,33.6598,-84.6631,
TT98,33.6588,-96.4677,
27GA,33.6582,-85.0102,
14XA,33.6579,-96.7883,
GMMB,33.6554,-7.2215,
9XS2,33.6543,-96.7764,
MS37,33.6534,-90.989,
39TA,33.6526,-95.6558,
KAIK,33.6494,-81.685,
KF37,33.6489,-105.896,
KS17,33.6457,-81.8671,
CA42,33.6441,-117.4295,
KCBM,33.6438,-88.4438,
80XS,33.643,-97.0036,
6TE6,33.6426,-100.3473,
XA48,33.6417,-97.3157,
88AZ,33.6409,-111.0569,
81GA,33.6409,-84.9049,
KLLQ,33.6386,-91.751,
3GA5,33.6378,-84.9405,
KATL,33.6367,-84.4281,
KPRX,33.6366,-95.4508,
K9A1,33.6325,-83.8496,
CA89,33.6323,-117.3009,
T29,33.6323,-96.9408,
TA93,33.6312,-96.7338,
KCTJ,33.631,-85.152,
OAGZ,33.6274,69.237,
6AL0,33.6272,-85.4296,
KTRM,33.6267,-116.16,
KSWI,33.6242,-96.5861,
K8F3,33.6238,-101.241,
KSDL,33.6229,-111.911,
K7M1,33.6202,-91.3648,
KBLH,33.6192,-114.717,
OPRN,33.6167,73.0992,
KF00,33.6128,-96.1793,
K52A,33.6121,-83.4604,
KXNO,33.6094,-81.0833,
K0F2,33.6017,-97.7756,
K3J7,33.598,-83.1382,
MS85,33.5979,-90.8029,
GMMT,33.5975,-7.465,
GA50,33.5968,-83.5195,
12TT,33.5938,-97.1008,
KLBR,33.5932,-95.0636,
56CL,33.5917,-114.6057,
02XA,33.5913,-95.8829,
8XS8,33.5903,-102.037,
KANB,33.5882,-85.8581,
KMNI,33.5871,-80.2087,
8MS1,33.585,-90.0977,
KT39,33.5823,-98.6187,
64XA,33.5815,-97.5493,
6GA5,33.5794,-84.9028,
NM37,33.5765,-107.9,
KF70,33.5742,-117.128,
5GA2,33.5729,-84.9107,
T32,33.5726,-96.9051,
OPKT,33.57,71.44,
65TE,33.5682,-96.3972,
KBHM,33.5629,-86.7535,
K3M9,33.5604,-92.0854,
OPQS,33.5602,73.0332,
20TA,33.5592,-96.4094,
KPLR,33.5588,-86.2491,
SC03,33.5571,-80.6484,
KLLN,33.5525,-102.372,
OPIS,33.549,72.8257,
1TE8,33.5489,-96.5578,
45MS,33.5472,-90.5671,
RJOK,33.5461,133.669,
3SC7,33.5406,-79.5342,
TX19,33.5385,-94.9048,
XA65,33.5361,-96.6803,
DAAY,33.5359,-0.2424,
K4A0,33.5356,-84.1791,
KT47,33.5351,-96.6496,
KLUF,33.535,-112.383,
13AZ,33.535,-112.8535,
K06M,33.5346,-89.313,
TT29,33.5342,-95.6949,
AZ85,33.5336,-112.9602,
9GE7,33.5314,-83.7919,
AZ79,33.5302,-112.2164,
KHQU,33.5297,-82.5165,
0NM7,33.5279,-108.541,
2GA0,33.5265,-83.638,
GA95,33.5262,-84.5022,
41MS,33.5233,-90.3621,
92SC,33.5214,-81.5784,
GA92,33.5212,-84.5102,
67XA,33.5182,-98.1448,
1GE7,33.5172,-83.4397,
2CN3,33.5127,-117.3305,
RKPC,33.5121,126.4925,
DAUO,33.5114,6.7768,
93XA,33.5096,-98.1202,
6GA8,33.5078,-85.1856,
GMFI,33.5053,-5.1529,
KGWO,33.495,-90.0882,
GA94,33.4915,-84.4894,
3AL6,33.4901,-86.4125,
54XA,33.4893,-97.2017,
OAGN,33.4879,68.5252,
23TA,33.4873,-96.4558,
KIDL,33.4857,-90.6789,
KF82,33.4856,-101.813,
KGLH,33.4829,-90.9856,
56AZ,33.4824,-113.0017,
44SC,33.4819,-80.777,
TX21,33.4778,-98.5462,
OS67,33.4775,36.2234,
3XA1,33.474,-97.1693,
1XA6,33.4737,-97.1224,
GA31,33.4694,-84.669,
K37F,33.468,-99.5861,
KDNL,33.4665,-82.0394,
K5A6,33.4654,-89.7292,
KUBS,33.4654,-88.3803,
52TA,33.464,-96.3503,
KSRR,33.4628,-105.535,
83XA,33.4625,-100.9352,
KFFZ,33.4608,-111.728,
KOGB,33.4568,-80.8595,
TX35,33.4563,-94.8496,
95GA,33.4559,-84.943,
32GA,33.4542,-83.2778,
KTXK,33.4537,-93.991,
TX94,33.4529,-97.2767,
48TX,33.4518,-96.3774,
KPHH,33.4517,-79.5262,
GA90,33.4513,-84.4086,
KGTR,33.4503,-88.5914,
TA16,33.4472,-100.859,
06XA,33.4459,-96.5708,
K4F8,33.4434,-93.0542,
KF75,33.4369,-99.8158,
KPHX,33.4353,-112.0059,
KSTF,33.4331,-88.8486,
97XS,33.4328,-96.4795,
TT10,33.429,-99.9478,
XA03,33.4275,-97.2713,
ZSYN,33.4258,120.2031,
19GA,33.424,-84.4984,
KGYR,33.4225,-112.376,
KBXK,33.4224,-112.6863,
TE55,33.4217,-98.1906,
8GA1,33.4212,-85.1619,
13NM,33.4194,-108.1422,
OSDI,33.4115,36.5156,
KAVX,33.4049,-118.416,
RKPD,33.3996,126.712,
99AZ,33.3956,-113.2229,
96TS,33.3956,-102.0095,
TE24,33.3932,-97.2053,
70XA,33.3927,-94.4414,
XA68,33.3918,-97.3553,
OASD,33.3913,62.261,
K4A7,33.3899,-84.331,
K3M8,33.3868,-88.0066,
1DS,33.3861,-80.9068,
TT47,33.3861,-96.4992,
T80,33.3773,-96.7289,
TX32,33.3764,-97.2434,
95SC,33.3718,-81.464,
KAGS,33.3699,-81.9645,
1TS9,33.3684,-96.7546,
GMMN,33.3675,-7.59,
GA04,33.3646,-84.1682,
OASL,33.3638,69.9561,
NM55,33.3636,-108.8619,
SC17,33.3577,-80.4591,
KFFC,33.3573,-84.5718,
0GA0,33.3562,-84.3671,
8AL2,33.3554,-86.2621,
E94,33.3532,-108.8672,
KP13,33.3531,-110.667,
88TT,33.3512,-97.0012,
KONY,33.3509,-98.8192,
DT70,33.3502,10.444,
AZ90,33.3499,-112.1229,
69XA,33.3498,-97.7768,
67TT,33.3489,-97.4446,
81NM,33.3455,-105.1731,
6XS8,33.34,-97.1031,
5XA9,33.3388,-96.997,
L11,33.3384,-118.312,
ORAT,33.3381,43.5971,
88XA,33.3374,-96.4802,
MS77,33.3332,-90.6426,
NM71,33.3329,-106.0283,
3RU,33.3326,-84.4019,
MS21,33.3321,-90.582,
T58,33.3318,-97.2303,
RJDM,33.3254,130.4138,
37CL,33.3245,-116.99,
06XS,33.3229,-97.045,
42TX,33.3216,-96.066,
OADS,33.3207,68.6365,
8XA6,33.3171,-96.98,
GE53,33.3167,-84.1506,
KEKY,33.3129,-86.9259,
KGGE,33.3117,-79.3196,
KCCO,33.3116,-84.7698,
79TS,33.3105,-96.7381,
KIWA,33.3078,-111.655,
E58,33.3074,-97.3472,
2TX8,33.3054,-97.3789,
K99N,33.3045,-81.1084,
GE33,33.3043,-84.1368,
4TA1,33.3024,-97.1132,
K9M4,33.3017,-89.2274,
KROW,33.3016,-104.531,
KNFG,33.3013,-117.355,
3MS5,33.3002,-89.814,
KP19,33.2988,-111.9158,
K2F7,33.2929,-95.8964,
TT21,33.2891,-97.6711,
OS63,33.2865,36.4574,
OAKS,33.2846,69.8073,
CL35,33.2845,-116.675,
K26A,33.2842,-85.8086,
04XA,33.2839,-98.4029,
64GA,33.2835,-84.5388,
E81,33.2814,-111.1289,
09TA,33.2808,-97.4967,
91GA,33.2736,-84.7933,
GA61,33.2692,-84.4976,
KCHD,33.2691,-111.811,
76T,33.269,-97.4518,
ORBI,33.2625,44.2346,
E07,33.2612,-103.277,
80GA,33.2591,-84.8449,
KL08,33.259,-116.321,
2CA4,33.2589,-117.092,
KBNL,33.2578,-81.3883,
KLUD,33.2546,-97.5806,
1GE3,33.2542,-85.1706,
CN98,33.2456,-114.7103,
TS63,33.2455,-96.5658,
XA34,33.2417,-97.428,
KSAS,33.2414,-115.952,
NM87,33.2392,-104.4742,
KTCS,33.2369,-107.272,
AL17,33.234,-86.513,
XA10,33.2321,-97.3384,
K22F,33.2293,-100.569,
K21F,33.2287,-98.1467,
KAGO,33.228,-93.217,
98SC,33.2278,-81.1769,
5GA0,33.2276,-84.5444,
2TE7,33.2272,-101.1332,
K6A2,33.227,-84.2749,
MS40,33.2255,-90.247,
K65J,33.2228,-82.3844,
KELD,33.221,-92.8133,
KTCL,33.2206,-87.6114,
KOKB,33.2179,-117.3517,
KF98,33.2173,-102.83,
LLKS,33.2163,35.5962,
KF53,33.2154,-95.2374,
5AZ3,33.2087,-111.6172,
KT31,33.2085,-96.7422,
98GA,33.2057,-83.9124,
K5F1,33.2019,-101.3371,
KDTO,33.2018,-97.198,
5GA7,33.2012,-85.229,
6GA1,33.2,-84.5817,
46AL,33.1983,-86.475,
K6J2,33.1955,-80.5085,
TT99,33.192,-96.2199,
45TE,33.1918,-97.3244,
58CL,33.1917,-116.276,
KF43,33.1912,-92.6632,
RJDO,33.1908,129.09,
KMKS,33.1855,-80.0363,
GA2,33.1835,-84.378,
7TS4,33.1832,-97.2545,
K14M,33.1826,-90.8307,
K72F,33.1801,-99.1498,
25CA,33.1792,-116.793,
KCRT,33.1783,-91.8802,
KTKI,33.1779,-96.5905,
KEET,33.177,-86.7828,
8CL1,33.1759,-117.0019,
1GA2,33.1754,-84.7478,
KXBP,33.1753,-97.8284,
KSCD,33.1718,-86.3055,
6TE8,33.1704,-100.2171,
KT60,33.1698,-100.1973,
4XS2,33.1696,-97.7317,
82NM,33.1688,-105.1332,
6GE4,33.1687,-84.83,
38TT,33.1678,-95.9804,
34TA,33.1671,-96.4872,
77GA,33.1631,-84.2103,
GA73,33.1628,-84.4452,
8GA6,33.1614,-84.3205,
KSLR,33.1598,-95.6211,
OAJG,33.1583,67.5461,
GA29,33.1561,-84.4312,
2TS0,33.1547,-97.1388,
KMLJ,33.1542,-83.2407,
T76,33.1493,-97.4961,
7XA2,33.1487,-97.374,
XA00,33.1481,-97.28,
K8F5,33.1481,-94.7002,
KLMS,33.1462,-89.0625,
L90,33.1459,-116.1298,
K1M2,33.1452,-90.5153,
5TS4,33.1446,-97.6017,
3TA7,33.1401,-97.8042,
TT27,33.1358,-100.995,
4GA7,33.1346,-84.2533,
XA99,33.1344,-97.607,
ZLHZ,33.1335,107.2038,
3T6,33.1335,-97.2967,
30F,33.1321,-97.0142,
TX37,33.1318,-97.7686,
K7A5,33.1296,-85.3721,
KCRQ,33.1283,-117.28,
OASA,33.1258,68.8385,
K19M,33.1255,-90.0256,
15TT,33.1164,-96.5538,
RJTH,33.115,139.786,
GA68,33.1129,-84.4504,
AZ05,33.1125,-112.6627,
1AZ0,33.1119,-112.269,
KRPH,33.1102,-98.5553,
KAIV,33.1065,-88.1978,
TA87,33.1056,-97.5453,
KATA,33.1018,-94.1953,
9GA6,33.0998,-83.4048,
0TS1,33.0987,-97.2725,
KOSA,33.0955,-94.9615,
7TS0,33.0944,-97.4273,
2TX7,33.0935,-97.3963,
KOSX,33.0903,-89.542,
SC35,33.0896,-81.0082,
E68,33.0853,-112.161,
TS21,33.0848,-101.1148,
GA44,33.0811,-85.0186,
16X,33.0807,-97.3589,
3TX2,33.0807,-97.3489,
GA10,33.0804,-84.3591,
05XS,33.0795,-91.5614,
TT40,33.0757,-98.7994,
TT11,33.0743,-95.6036,
3TE3,33.074,-96.432,
LPPS,33.0734,-16.35,
CA76,33.0703,-116.752,
DAUK,33.0678,6.0887,
KGVT,33.0678,-96.0653,
KDYB,33.0634,-80.2793,
GE20,33.0543,-82.3249,
AZ43,33.054,-112.1735,
2AZ4,33.0537,-112.146,
2SC7,33.0517,-79.5414,
K52F,33.0516,-97.2321,
KE67,33.0476,-110.909,
7GE7,33.0464,-84.6611,
6XS7,33.0453,-97.6748,
4GA1,33.0448,-84.3983,
KRNM,33.0392,-116.915,
K7F3,33.0362,-96.2431,
5AZ9,33.0329,-109.9865,
68NM,33.029,-105.1264,
KF69,33.0235,-96.8369,
KNUC,33.0227,-118.588,
AZ13,33.0172,-112.2794,
XA23,33.017,-94.97,
10F,33.0154,-98.626,
RJDK,33.0136,129.1924,
MS75,33.0134,-91.0385,
TT32,33.0119,-96.4105,
SC55,33.0089,-81.0482,
KLGC,33.0089,-85.0743,
01NM,33.0086,-104.5403,
AZ78,33.0038,-112.2762,
KAQX,32.9951,-81.2702,
KBWC,32.9929,-115.517,
41AZ,32.9916,-112.0236,
KA39,32.9908,-111.9185,
37TS,32.9907,-96.04,
KAFW,32.9904,-97.3195,
GA86,32.9839,-84.0956,
KSPH,32.9834,-93.4092,
ZHNY,32.9827,112.6175,
0AZ4,32.9823,-112.287,
MS35,32.9817,-90.9661,
LLIB,32.981,35.5719,
27XA,32.9794,-97.8899,
KE57,32.9765,-102.8423,
OPBN,32.9729,70.5279,
TS47,32.9687,-98.0119,
KADS,32.9686,-96.8364,
4TX2,32.9667,-97.2327,
2LA7,32.9654,-91.426,
KE63,32.9581,-112.678,
KCFT,32.957,-109.2114,
KCGZ,32.9549,-111.767,
KOPN,32.9546,-84.2632,
KF97,32.9546,-102.541,
XS48,32.9539,-95.5775,
TE74,32.9536,-95.8669,
5MS1,32.9535,-90.8451,
KE06,32.9525,-103.4099,
HLZW,32.9523,12.0155,
T14,32.9522,-96.0958,
GA98,32.9489,-85.0505,
67SC,32.9482,-80.7663,
1MS2,32.9428,-89.93,
04MS,32.9405,-90.8367,
1MS8,32.9401,-88.5792,
OAOG,32.9399,69.1501,
KF51,32.9388,-95.2789,
K5A9,32.9379,-84.6965,
VI66,32.9374,79.2132,
K0A8,32.9369,-87.0905,
TT16,32.9367,-98.3974,
KP08,32.9359,-111.427,
7NM1,32.9353,-106.0453,
OICD,32.9345,47.4834,
KF46,32.9306,-96.4355,
KT67,32.9305,-97.4123,
DAFH,32.9304,3.3115,
OIFE,32.9289,51.5611,
RJDU,32.928,129.9342,
73TE,32.9266,-97.5596,
5AZ6,32.925,-112.2594,
KF35,32.9232,-98.4364,
RJFU,32.9169,129.914,
AL43,32.912,-88.3388,
KF56,32.9091,-99.736,
12TS,32.9085,-97.9773,
29AZ,32.9056,-112.9,
OARG,32.903,66.6309,
VIUX,32.9022,75.1557,
AZ61,32.9018,-112.2379,
KCHS,32.8986,-80.0405,
DA12,32.8985,0.5247,
KLRO,32.8978,-79.7829,
KDFW,32.8968,-97.038,
4TA3,32.8966,-98.461,
OIMB,32.8965,59.2813,
HLLM,32.8918,13.2879,
CA84,32.8897,-117.247,
KGBN,32.8875,-112.72,
KGAX,32.8847,-112.8165,
K87I,32.8832,-90.4636,
ZSFY,32.8822,115.7344,
OP25,32.8785,73.6053,
68TS,32.8745,-96.285,
55AZ,32.874,-111.9594,
KNKX,32.8684,-117.143,
T48,32.8681,-96.2191,
K3J0,32.8665,-81.081,
K3F4,32.8613,-94.0102,
KLGF,32.86,-114.397,
08TX,32.8579,-97.7443,
T33,32.8571,-96.3083,
KSAD,32.8548,-109.635,
ZUJZ,32.8533,103.6822,
KHMN,32.8525,-106.107,
KATS,32.8525,-104.468,
TT37,32.8513,-94.2107,
K02A,32.8505,-86.6114,
K14F,32.8497,-100.1366,
K9M6,32.8492,-91.4039,
ZSBB,32.8477,117.3202,
5AZ7,32.8472,-111.9508,
KDAL,32.8471,-96.8518,
E37,32.8463,-109.8795,
KPIM,32.8407,-84.8824,
LA54,32.8405,-93.8399,
KL04,32.8403,-115.267,
KALM,32.8378,-105.9931,
ZLYS,32.8364,97.0364,
KIPL,32.8354,-115.574,
0TS7,32.8346,-98.1257,
KNJK,32.8292,-115.672,
2TE2,32.8291,-97.5349,
6F7,32.8271,-94.3542,
KSEE,32.8262,-116.972,
K0M8,32.8259,-91.1877,
K56F,32.8257,-100.415,
KMAC,32.8221,-83.562,
TA65,32.8212,-98.4787,
K3A7,32.8203,-87.8651,
KFTW,32.8198,-97.3624,
31GE,32.8192,-83.4078,
KMYF,32.8157,-117.14,
K7A3,32.8118,-85.2295,
54TS,32.8112,-99.8518,
KE60,32.807,-111.587,
AZ00,32.8068,-113.5039,
49MS,32.8045,-88.938,
AL71,32.8037,-85.9805,
KMPE,32.7994,-89.126,
KNJW,32.7985,-88.8343,
TX20,32.7932,-99.8779,
MS06,32.7908,-90.1389,
HLLQ,32.7887,21.9643,
TS00,32.7873,-97.1805,
LLFK,32.7864,35.7175,
KMWL,32.7816,-98.0602,
NM47,32.779,-104.3803,
KNFW,32.7692,-97.4415,
3AZ8,32.7669,-109.6533,
NM83,32.7668,-103.209,
5LS6,32.7652,-91.7961,
K08M,32.7612,-89.5301,
02SC,32.7602,-81.2259,
K94E,32.7594,-108.2096,
27MS,32.7582,-89.4087,
ZLAK,32.757,108.8734,
K2F5,32.7563,-101.92,
MS96,32.7562,-89.0949,
KBQP,32.756,-91.8806,
XA90,32.7535,-95.5235,
XA77,32.7512,-101.7804,
OIFM,32.7508,51.8615,
0CA6,32.7494,-116.0161,
43LA,32.7479,-93.8729,
KHQZ,32.747,-96.5304,
KWEA,32.7463,-97.6824,
AF14,32.7451,62.5987,
76GA,32.7439,-81.6141,
KJDD,32.7422,-95.4965,
6AL5,32.7395,-86.2252,
78XA,32.7392,-97.9177,
01TE,32.7376,-96.428,
MS70,32.7354,-88.9257,
KSAN,32.7336,-117.19,
3GA1,32.7282,-84.3569,
KF87,32.725,-92.3372,
KBKD,32.719,-98.891,
KT23,32.719,-99.2676,
99MS,32.7124,-90.2949,
KTRL,32.7092,-96.2674,
OS60,32.7052,36.4129,
SC51,32.7046,-80.2532,
9LS1,32.6995,-91.3866,
KNZY,32.6992,-117.215,
KJXI,32.699,-94.9489,
LA52,32.6989,-93.8228,
KGPM,32.6988,-97.0469,
KJZI,32.6982,-80.0057,
LPMA,32.6979,-16.7745,
82LS,32.6911,-91.1101,
KSNK,32.6902,-100.9489,
VIJU,32.6888,74.8382,
SC42,32.6876,-80.1063,
KHOB,32.6875,-103.217,
KEE0,32.6862,-111.5471,
K76F,32.6815,-95.9841,
K7A0,32.6815,-87.6621,
GE25,32.6811,-83.8561,
KRBD,32.6809,-96.8682,
TA51,32.6803,-97.9347,
15GA,32.6802,-82.479,
KGNC,32.6768,-102.6499,
K3F9,32.6767,-95.5108,
01GE,32.6751,-82.7711,
61CL,32.6727,-115.5619,
KCXL,32.6695,-115.513,
GE04,32.6669,-84.9656,
RJFE,32.6663,128.833,
4MS9,32.666,-90.0676,
LLRD,32.6651,35.1795,
KE05,32.6611,-107.198,
KNYL,32.6509,-114.6094,
LLBO,32.6499,34.9331,
MS36,32.6473,-89.9725,
KF24,32.646,-93.2981,
KJYL,32.6453,-81.5971,
KWRB,32.6401,-83.5919,
CA75,32.6386,-116.6409,
KSVC,32.6367,-108.1547,
KE77,32.6365,-110.647,
SC06,32.6346,-80.0914,
52NM,32.6339,-105.6874,
0CL3,32.6335,-116.8906,
MMML,32.6306,-115.2428,
91XA,32.6238,-95.1139,
OIFP,32.6211,51.697,
L78,32.616,-116.165,
KAUO,32.6151,-85.434,
2XA7,32.615,-94.7656,
KSBO,32.6091,-82.3699,
OATN,32.6042,65.8658,
7MS1,32.6035,-89.9802,
7MS4,32.6028,-90.1928,
54AZ,32.6025,-114.6675,
MS29,32.6019,-89.8639,
62NM,32.5977,-104.4268,
LLMG,32.5973,35.2288,
ZHSY,32.5929,110.9063,
5LA0,32.5918,-93.828,
K7F5,32.5884,-95.8631,
K50F,32.5818,-97.5908,
3MS9,32.581,-89.137,
KLNC,32.5776,-96.7175,
LA33,32.576,-92.1083,
F78,32.5729,-97.8725,
KSDM,32.5726,-116.98,
5GE1,32.5703,-83.7219,
8TA7,32.5696,-97.7531,
K6A1,32.5695,-84.2452,
OIFH,32.5672,51.6911,
LS41,32.5671,-93.8789,
KNRS,32.5667,-117.117,
KFWS,32.5652,-97.3081,
KDBN,32.5644,-82.9853,
ZSYA,32.5634,119.7198,
OPMI,32.5631,71.5707,
03GA,32.5616,-81.8551,
AZ25,32.5571,-114.6789,
84LA,32.5539,-93.5939,
KNMM,32.5531,-88.5541,
GA81,32.5498,-83.8274,
MS43,32.5494,-90.8263,
GA99,32.5474,-83.8012,
5XS5,32.5426,-95.7086,
TT73,32.5416,-95.9478,
MMTJ,32.541,-116.97,
ZHXY,32.5408,114.0791,
KDTN,32.5402,-93.745,
OJHR,32.5392,38.195,
TE52,32.536,-97.5886,
OPST,32.5356,74.3639,
75TA,32.5343,-101.725,
K5F0,32.532,-92.9527,
ZUHY,32.5315,102.3522,
K08A,32.5294,-86.3282,
K07F,32.5288,-94.9717,
AZ63,32.528,-111.196,
3TX9,32.5276,-97.2808,
HL60,32.5253,20.8751,
KASL,32.5205,-94.3078,
44A,32.5184,-114.698,
3MS3,32.5159,-90.3512,
GMFB,32.5143,-1.9831,
KRSN,32.5142,-92.5885,
3XA8,32.5142,-97.5948,
0LS9,32.5136,-91.9866,
2TS6,32.5126,-96.9267,
KA08,32.5124,-87.3856,
KMLU,32.5109,-92.0377,
KMZJ,32.5106,-111.328,
KPXE,32.5106,-83.7673,
TX43,32.5099,-96.0027,
24TX,32.5022,-98.3937,
KBAD,32.5018,-93.6627,
1GE4,32.5011,-83.9333,
4GE3,32.4994,-83.1829,
HL53,32.4951,13.2899,
K3J1,32.4927,-80.9923,
80XA,32.4875,-95.9545,
59TX,32.4874,-97.4902,
25XS,32.4865,-96.8464,
KM79,32.4856,-91.7724,
35TX,32.484,-99.8259,
KTBR,32.4827,-81.7369,
RJDA,32.4825,130.159,
T13,32.4824,-96.686,
ORUB,32.482,45.7571,
KNBC,32.4774,-80.7232,
TX98,32.4739,-97.5016,
MS08,32.4739,-89.8518,
TA61,32.4735,-95.1658,
HL77,32.4734,11.8979,
51TE,32.4724,-96.7899,
TE02,32.4707,-97.5603,
KT88,32.4684,-100.921,
KSWW,32.4674,-100.467,
KDYA,32.4638,-87.9541,
K06A,32.4605,-85.68,
KJWY,32.4587,-96.9124,
6MS1,32.4558,-89.9697,
18MS,32.4533,-90.3639,
KP01,32.4529,-112.8615,
HL68,32.4529,23.1186,
F23,32.4526,-98.6828,
82TS,32.4509,-99.6488,
9GA1,32.4493,-81.3378,
57AZ,32.4466,-111.0029,
KSHV,32.4466,-93.8256,
17TX,32.4434,-98.255,
KGDJ,32.4422,-97.8244,
LLES,32.4408,35.0077,
K1A9,32.4387,-86.5127,
KMBO,32.4387,-90.1031,
OIAD,32.4344,48.3976,
TA25,32.4317,-98.5948,
TA37,32.428,-95.7126,
AZ67,32.427,-111.39,
83TS,32.4269,-98.4184,
OP19,32.4245,71.4585,
KDYS,32.4208,-99.8546,
KM80,32.4163,-91.1489,
K3F2,32.415,-98.9969,
KETN,32.4135,-98.8098,
KARW,32.4122,-80.6344,
KABI,32.4113,-99.6819,
K0M9,32.4107,-91.4987,
KAVQ,32.4091,-111.2162,
38XA,32.4081,-95.3894,
39MS,32.4068,-90.3827,
9LS9,32.405,-91.3433,
GMMD,32.4019,-6.3159,
6MS6,32.4015,-89.897,
K48A,32.3994,-83.2759,
9TE0,32.3923,-96.4043,
ZUGU,32.3903,105.6946,
37MS,32.3898,-90.3508,
ZHGH,32.3887,111.6943,
K4J8,32.3877,-82.5637,
DAUG,32.3841,3.7941,
23GE,32.3831,-83.1,
KMXF,32.3829,-86.3658,
TA11,32.3825,-97.0119,
GE26,32.3817,-83.0597,
XA42,32.3757,-96.3857,
7MS7,32.3741,-90.4371,
KMHP,32.3739,-82.0818,
KGZN,32.3673,-99.0236,
TS89,32.3672,-97.8165,
OAFR,32.3667,62.1653,
66TE,32.3653,-97.645,
TXKF,32.364,-64.6787,
TX67,32.3606,-97.3025,
39TT,32.3602,-97.3071,
OJMF,32.3564,36.2592,
9XA4,32.3558,-97.0398,
74XA,32.3552,-96.1457,
K2M4,32.3549,-89.4882,
KCPT,32.3538,-97.4337,
0TX1,32.3533,-97.6762,
71XA,32.3529,-95.7162,
KTVR,32.3516,-91.0277,
KSEM,32.3439,-86.9878,
LA56,32.3418,-93.6585,
KHKS,32.3345,-90.2222,
KLSB,32.3335,-108.692,
KMEI,32.3326,-88.7519,
KLSF,32.3325,-84.988,
KE11,32.3311,-102.53,
68LA,32.3299,-93.5182,
KF41,32.3297,-96.6639,
HLMS,32.325,15.061,
GA43,32.3214,-81.4267,
48XA,32.3194,-98.988,
MS90,32.3156,-90.1436,
3XA0,32.3139,-97.2311,
KM23,32.3119,-89.1356,
KJAN,32.3112,-90.0759,
LLTN,32.3086,34.9783,
DTTD,32.3062,10.3821,
OPWN,32.3047,69.5704,
9LS5,32.3038,-91.1287,
KM16,32.3033,-90.4085,
K53A,32.302,-84.0075,
4MS0,32.3006,-89.859,
